,protein,X60,X100,X200,X300,X1000
1,slr1721,4735118,4208253,377851.,887694.,644247.
2,sll0934,5927401,5769535,1353058,1594978,1796187
3,slr6042,145045.,135701.,268875.,680321.,633007.
4,sll1825,1216458,829674.,523005.,463640.,467090.
5,sll1663,9315460,7760526,1351813,1638084,2324976
6,slr1975,577298.,572469.,2899182,3702443,4689300
7,sll2011,143410.,113000.,201569.,234391.,508909.
8,sll1808,1806226,1710976,3866160,4287409,6203461
9,slr0077,567490.,523529.,1587766,2121252,2288817
10,sll1688,9131537,8631375,1700208,1764119,3045263
11,slr0652,4430130,3536828,4280827,4390464,6591200
12,slr0633,723266.,802729.,2017556,1947567,2927783
13,slr2004,4286445,3449846,1480187,1119884,714710.
14,sll8007,134714.,130513.,973247.,806460.,1174249
15,sll0427,4819058,4617757,4144741,1079281,3312283
16,ssl2781,1541150,1995796,6072268,7056605,6824613
17,sll0272,1378940,1134342,1560832,1675616,3062956
18,sll0764,5278724,4336159,2664596,1970972,811873.
19,ssl1300,100131.,95243.2,349866.,663985.,1189915
20,slr0841,1177783,1086867,3311305,2936767,4034603
21,sll7090,460792.,171945.,195730.,154024.,112481.
22,sll1583,8515428,5490942,4484086,4386237,2398834
23,slr0006,3188389,2434090,7011657,8396937,1983459
24,sll1721,8999234,7970577,3399812,2280520,1212820
25,slr0552,9412190,8611111,1523561,1588833,2707427
26,slr2089,1969059,1231300,2963114,2749013,4766922
27,sll1452,3671212,4133893,1122544,1200187,2030659
28,slr0212,1971271,1581271,1027751,672470.,421527.
29,slr1542,1651723,1514885,2234452,2527127,3673684
30,ssl1426,5008303,5368275,7215896,7506484,1467450
31,slr1367,2416747,1890941,4508911,4060465,9223221
32,slr1164,685401.,641802.,2443898,2297590,2822586
33,slr0551,3485958,3670852,8006163,9632723,1228350
34,sll0851,5077994,3926102,3091833,2041233,6410152
35,sll1069,1063095,9720868,4399817,3797284,3575659
36,slr1755,833412.,642277.,1746341,1766847,2884902
37,sll0897,3967876,3212220,7587272,7206839,1035484
38,sml0008,1141524,1429288,5100171,4932030,5669188
39,sll1188,1386057,1369754,137459.,150715.,129204.
40,sll0170,3730287,3670208,7268649,9270753,1116615
41,sll1579,1244590,1341258,4951852,4298109,6708463
42,sll1184,3292637,4011273,5907669,6464926,8305055
43,slr1282,2917964,2944189,4951336,7248687,1214335
44,slr0083,1854447,1111707,3405961,4051570,5069122
45,slr0542,4648453,4719228,901996.,709018.,623577.
46,sll1043,1550165,1359527,4198472,3941390,5817508
47,slr0963,5265503,4961878,9998681,9859901,1711565
48,sll7086,880053.,292737.,330133.,286394.,242949.
49,slr1854,1582396,1056911,3903316,3811589,5049805
50,slr1265,1128841,1055873,2743531,2997794,4022445
51,sll1196,661026.,407717.,536424.,371955.,121790.
52,slr1658,7895225,6773061,5647488,3910271,1407072
53,sll1252,765480.,552713.,1165848,1153263,1154985
54,slr1362,227534.,228162.,705130.,901747.,1223532
55,sll1740,1723313,1727080,1632708,1204208,618531.
56,slr2001,1471244,1759438,3625379,3125359,3917709
57,slr1744,5931746,7425502,1622496,2152581,2733487
58,slr0649,2146010,1774605,3571502,4754388,7391532
59,sll0634,438210.,409238.,2090442,1826256,2050165
60,sll0639,341581.,303655.,616507.,609563.,1271338
61,slr1666,1936209,1334228,5691110,4367512,3102492
62,ssl2874,7121513,6029217,1403021,1746360,2066480
63,sll0861,1037938,809641.,1447695,1513791,3003447
64,slr1022,1794526,1817433,4494870,4289436,4141269
65,slr0443,731309.,1075998,3860112,3339968,5910919
66,sll1789,1243128,1025164,2530103,2441663,3666544
67,ssl3441,3198012,3354266,4486042,5803657,1019988
68,sll1258,1044854,587121.,2546084,2523606,1352177
69,slr2136,2777881,2673415,543996.,376766.,459595.
70,sll0486,584639.,273093.,359461.,405631.,696019.
71,ssr1600,1025106,1023214,1016220,5074662,6695261
72,slr1055,1107971,1316382,3047224,3342319,6569102
73,sll1101,9923047,9852489,2546560,2679093,1237938
74,slr1176,4212514,4022459,6130271,4627751,2184216
75,slr0670,2931338,3329053,3756311,2619375,1407796
76,sll0622,224925.,255131.,564062.,562512.,1014149
77,sll1097,2017351,2208824,3958183,4630699,5595341
78,slr1196,1595328,3594028,4539978,5564864,7701063
79,slr1559,1534632,1855092,469409.,443369.,474776.
80,slr0925,7094116,5877504,1705589,1226828,1241652
81,sll1526,1079279,9523966,8017360,6952266,3574520
82,sll1987,3471565,2822557,3932027,2588403,1385962
83,slr1226,4198285,3557453,5965944,6043610,8959480
84,sll0336,746761.,617622.,2655444,2383603,2444807
85,slr0361,1115984,917195.,1609272,1868404,2910178
86,slr1150,430187.,270649.,2711670,2019431,2863447
87,slr0355,1996555,1680700,3411977,4261556,5328192
88,slr0752,1715562,1411998,6960889,3756117,1628242
89,sll1525,4304084,3687771,1819779,1352487,7951215
90,sll1872,421815.,506540.,748875.,706217.,709253.
91,slr0783,8339971,7005571,1330283,1308765,1113850
92,sll0188,645906.,590009.,2066454,2025047,2877178
93,slr1624,1023251,921115.,967139.,1095725,1667698
94,sll0430,7193090,7246994,2120376,1977455,3488684
95,sll2002,1304372,1341637,2305380,2099925,3229630
96,ssr3451,5690106,2975367,2307930,1539273,1579691
97,slr0848,824689.,529150.,1994864,1857451,1768812
98,slr1351,1277351,1418699,2808248,3272576,3194701
99,ssl2598,7457137,5806677,316835.,128042.,244673.
100,sll0179,1911165,2319425,4297022,3941066,4678251
101,ssl0242,6600899,7999939,1984054,2589602,3087826
102,slr1342,2254630,1963985,1458605,1091181,583426.
103,ssr2554,2080710,2466849,3079596,3146727,4195367
104,sll2005,606338.,639206.,2678935,2146698,2608815
105,slr0876,2074309,1572897,1869023,1635731,576179.
106,slr1818,225561.,168215.,623551.,440273.,757681.
107,slr0546,1466525,1522985,2342430,2468083,3634608
108,sll0020,1906324,1442548,3166493,3161992,4668283
109,slr1468,135004.,95690.3,268532.,242949.,324358.
110,slr0909,2020462,1788339,465259.,516541.,856413.
111,sll0039,5612221,5007956,3377817,3397482,1398417
112,sll0489,359207.,138924.,110533.,83837.8,148879.
113,ssl1707,1035516,968265.,2024480,1851605,1259517
114,slr2058,4975213,4159511,6203238,6905338,8466825
115,sll1734,1043878,813163.,1306231,2335649,2502427
116,slr0237,715282.,559466.,1881479,1351199,1434914
117,slr1506,1093231,1027622,2730051,4142041,2588801
118,sll1341,3692314,1337476,815695.,874024.,347173.
119,slr0886,1937507,1696659,979180.,749842.,359249.
120,slr0384,712131.,928524.,1553401,1564145,1590477
121,slr0613,633800.,727249.,1118787,945961.,486305.
122,slr1171,4186098,4015750,4687688,5029074,7653104
123,sll6055,91477.7,171784.,239366.,276158.,629833.
124,sll1742,5617259,6596618,7517928,8873363,1291096
125,sll0207,389125.,365284.,730850.,636178.,525755.
126,sll0469,2448982,2399099,5069458,4545609,6349225
127,sll1626,6773386,6212464,1726967,2144614,9400091
128,sll1099,1319892,1160210,1874459,1915302,2249655
129,sll0362,1731883,1774219,3775630,3353864,4739670
130,slr0469,1236085,1192089,1051538,7740802,1586951
131,sll0420,130171.,194389.,1321492,1262007,1268401
132,slr1233,4928770,3378705,2420779,1855359,1396496
133,slr1622,1208274,1356026,3105037,2607354,3102423
134,sll1813,8935126,8636961,1373944,1531256,1578740
135,slr2052,302118.,207795.,610974.,648475.,632471.
136,slr1511,1115674,794097.,1663671,1636645,2492745
137,slr1878,376497.,422668.,654758.,667587.,1006126
138,slr0233,3155220,2366358,931079.,1079332,1103301
139,sll1181,314991.,334150.,509572.,616150.,1092238
140,slr0161,4163741,2160434,1082380,684188.,440309.
141,slr1768,1363424,915901.,804644.,665477.,677667.
142,sll1536,6728921,4431818,2593697,1210496,915399.
143,sll1453,2894410,2834061,1935918,8030069,1110725
144,slr0208,2244571,2430904,5255151,5504980,5496682
145,slr0744,1000281,8902994,7028394,6002817,2990078
146,sll1555,1520658,1226587,1263460,282438.,3210762
147,slr1908,1079661,1394168,2284030,2720006,3108690
148,slr0452,9560685,7440045,1791264,1396348,1954393
149,sll1932,1466197,1638275,3117047,3552886,2751179
150,ssr0102,309554.,283713.,1113033,838400.,1438061
151,sll1787,8766027,8611761,1878701,1872392,1431014
152,slr0556,103560.,91043.2,185585.,176854.,302776.
153,sll0329,3569149,3003491,917557.,530543.,480814.
154,slr1673,376268.,450253.,693970.,791765.,1653784
155,slr0821,4644753,3270277,1040481,1154902,6068538
156,slr1796,210599.,208943.,3777473,1822426,3249089
157,sll1289,2165791,2190870,1369911,3290833,5488250
158,sll1305,890404.,962285.,3227209,2329782,1467091
159,slr1423,1978417,1862575,884227.,469465.,196778.
160,sll1746,1186284,1233599,1193735,9758000,2858517
161,sll1581,523977.,488299.,1846002,1743362,1841201
162,slr0598,454138.,522358.,839448.,996343.,1173499
163,sll0370,5829974,3996834,2886143,2071777,787372.
164,slr1533,2762224,1968493,3601164,3888562,4819802
165,sll1221,1050809,600340.,544785.,416722.,384413.
166,slr1299,4478931,3708442,8633114,8260279,1264042
167,slr1097,1778036,1464225,3401458,3946673,3569781
168,sll0698,4614044,5365254,8502373,9061924,1336255
169,sll0661,1418482,1950895,1358423,1307713,648178.
170,sll1910,543090.,683668.,2434620,1955224,2481833
171,slr0985,956207.,983193.,1477519,1218218,1599998
172,slr1165,754990.,768228.,4617911,3227150,6153456
173,slr1220,2850220,1772913,5048161,4916747,4487815
174,sll1180,2705984,4422809,9079398,1012462,1531879
175,sll1800,4836324,5162363,2398123,1689101,1014645
176,slr0193,5878782,5208039,6956651,8742655,1170183
177,sll1275,6701203,7015674,2871743,2077008,1608074
178,slr0435,1086516,679979.,2083510,2158819,1562742
179,sll1127,209690.,555441.,506466.,470880.,731720.
180,slr1531,1684576,1494984,1068094,1023759,625820.
181,slr1994,8025537,5452798,2495929,3515569,2121504
182,slr0606,6424605,5428520,5413523,5224421,2356763
183,slr2075,7592999,1090615,1438242,1631105,1849545
184,slr0398,3002428,2628253,3689800,4216547,6460662
185,slr8030,1238524,2050454,2229518,3127488,5121074
186,sll1244,3608463,5274948,6345678,7870668,1088704
187,slr1970,1011718,912022.,2265029,1601703,1811213
188,sll0421,5586553,4879128,3891855,2552092,1294195
189,sll0017,1328732,1377381,2539716,2286553,2929142
190,sll1106,2774122,1832102,1725156,1416642,1435048
191,sll1553,6566859,5056693,1094535,9854236,1247700
192,ssl3364,1419349,1661220,970803.,960913.,957864.
193,slr1227,1412078,1009152,4385668,2749991,2833053
194,slr1763,4443837,2522575,2103645,1711613,1224889
195,sll1804,7715042,6643308,1301797,1268947,2347422
196,sll1326,7718642,7358840,1971196,9492945,4098078
197,sll0018,4948748,5573976,2262097,1165735,4084876
198,sll0617,1652797,1802091,1102389,1151572,9013659
199,slr0528,5581690,4871773,7699109,6892775,8136648
200,sll1802,1915408,2045982,1376618,1284233,6139110
201,sll0513,2176733,2824638,2824207,3729600,1755014
202,slr0348,1530223,1457221,2210305,2526507,4022539
203,slr0653,3028896,2100032,5702449,6232568,5921849
204,slr1406,365108.,581981.,3606374,3720125,2876492
205,sll1444,2174097,1887687,749676.,698342.,334067.
206,slr0947,4872695,4567295,9347004,7121515,9312468
207,slr0012,1087046,1008538,2733216,2531432,3901876
208,slr0321,669911.,331074.,1731096,1410178,1850582
209,slr1816,982354.,1580442,2521978,2883822,4044861
210,slr1992,3117660,2791192,1015912,780477.,1078930
211,slr0112,152989.,297137.,313142.,445907.,762900.
212,slr1505,654257.,932853.,971102.,1521039,2258847
213,sll0927,1524971,1522285,1647369,1122690,1660371
214,sll1260,1178397,1463570,4894819,3636464,4993292
215,slr1198,1916588,1382073,3999754,3650115,2865080
216,sll1363,2671096,3454664,6821125,2857724,1629113
217,ssr2049,322850.,268012.,1132865,803467.,1057152
218,slr1963,3524424,3119846,1346264,1354796,2486801
219,slr0808,870217.,814222.,2291475,4907744,5566924
220,sll0542,3367616,2986737,2598138,2060772,1243413
221,sll1031,1495048,2150756,3393363,1647292,1573805
222,slr1617,1005714,433005.,427268.,352113.,570886.
223,slr0742,552497.,546127.,1492172,1396278,987650.
224,sll1806,9337254,9894101,1872251,2140190,2357703
225,ssr2831,1996133,2186449,2151162,2139228,9222804
226,sll1994,7835507,7095195,3524348,2071639,1072680
227,slr0394,5199188,7063883,1334993,1101503,1247522
228,sll1528,7153618,6990908,1061463,1096718,1276875
229,sll0577,2907323,2902288,5060258,5366363,5779770
230,slr1329,8852219,7554420,1313289,1363410,1759019
231,sll1074,2667727,1800960,1427605,1293970,788068.
232,slr2076,7715912,1133054,1659980,1110037,8029128
233,slr0527,997545.,561246.,375628.,239841.,257449.
234,slr1794,1926187,1144198,3484873,2914911,2436260
235,slr0918,846217.,815576.,992307.,1181530,1364594
236,ssl3432,2062073,1828314,6123466,8533720,2975219
237,slr0729,1715744,1392325,1403691,3176602,1004064
238,slr0776,2001128,1810756,1958338,1662120,970187.
239,slr1363,8727262,6967275,4911055,4045979,1963595
240,slr6101,316045.,502101.,300645.,292716.,523483.
241,sll1479,3935862,3353260,2902993,2194111,1994582
242,sll1941,597987.,576948.,926384.,976289.,1435447
243,slr1855,2052568,1471298,6374785,6380052,2434209
244,sll1306,1835808,1750794,7060513,5803749,2789659
245,slr1167,130766.,132082.,276521.,159121.,438770.
246,sll0288,215501.,188194.,313149.,275287.,449042.
247,sll1696,221433.,172433.,256969.,202740.,292848.
248,slr1834,4322004,3028557,3478948,3073097,2022009
249,sll1835,6898120,6823205,2852509,1679957,1122578
250,sll0245,5939866,5301752,6954812,6081975,4386215
251,slr0758,1297255,1085955,424464.,498514.,888801.
252,sll1578,2637236,2713480,3307836,3150283,1260303
253,slr0575,1456317,982136.,515435.,538398.,667343.
254,slr0875,439361.,277941.,1018483,749359.,746554.
255,sll0136,735377.,861095.,1183378,1109807,979846.
256,sll0395,3613849,3076983,2325383,2289659,1596695
257,slr0106,1492055,1118938,833781.,499303.,477070.
258,slr0298,1823577,1788055,147777.,355281.,91856.2
259,sll1185,1211803,1280485,2417354,1820162,1746385
260,slr2072,1141644,956201.,2019768,1804068,2243705
261,slr0476,676819.,813614.,1927586,2106278,4853979
262,sll1194,1276434,1907892,3016786,4608882,6469405
263,sll1463,8888714,6956716,4840200,4426544,3286835
264,slr1897,535738.,447293.,756390.,707561.,914712.
265,sll1045,202770.,167579.,590525.,416073.,535963.
266,slr1915,2104804,2200653,3614832,4582790,4620799
267,slr1259,710146.,652915.,1680318,585519.,1194318
268,sll0289,3552306,3310600,1094721,1141836,1263740
269,slr1159,1385199,966438.,2165630,2244538,3038328
270,slr1894,1208941,5068957,1711291,1371634,1088031
271,ssr0482,1010928,1142880,1639907,1261261,785015.
272,sll1533,1024649,443358.,1495647,1206716,866879.
273,slr1751,1505125,1448091,6840857,5636209,4299199
274,sll1089,1197603,1769037,4593581,7331246,9613963
275,slr0731,1278959,730775.,3222046,2759836,2452246
276,sll0319,5713349,9266028,1866910,1155121,933486.
277,sll1342,4826021,4485641,3115115,2800178,1711206
278,sll1967,459981.,437959.,544710.,416799.,1061595
279,sll1833,1788225,1435920,2879877,2408732,4352403
280,ssr1765,581179.,924005.,2008440,2131613,2445031
281,slr1962,198770.,219494.,447834.,357766.,1034130
282,slr0737,6653858,3703507,7470026,7270604,1047380
283,slr1034,4376818,4088383,277913.,313355.,279155.
284,sll1027,4116012,2918161,2784676,2624031,1618716
285,sll0416,5610936,5889082,1335196,1476519,1362096
286,sll1823,5357288,4329453,1024513,8306641,1260045
287,sll0454,589813.,535649.,1168494,1213709,2092860
288,slr2099,116522.,155784.,228192.,166096.,256284.
289,slr0191,2388567,2912645,787336.,769249.,564340.
290,sll0169,696515.,703566.,902937.,853979.,1242571
291,sll1292,4789978,4493947,2568526,1768184,912595.
292,sll0860,536082.,1091601,1618223,2059187,2535674
293,sll0753,2517624,2464042,1106451,789153.,387731.
294,sll0588,6001187,5073695,807533.,680539.,695326.
295,slr0809,359146.,239847.,1044196,941350.,1145497
296,sll0480,9293765,1061257,6999397,8629480,2468359
297,sll1327,8166916,1244794,1410228,2386743,2091990
298,sll1799,6167359,6116116,1864418,2021961,1453302
299,sll0036,172079.,168471.,363660.,328033.,333708.
300,slr0635,107861.,718959.,682411.,809149.,233564.
301,ssl3044,146317.,161027.,282866.,190400.,561390.
302,slr0426,2485307,1998844,892048.,594150.,319182.
303,sll1336,5598600,5130246,7961408,9438219,1230749
304,slr0194,1260332,1320008,1704219,1983655,2236903
305,slr0662,224592.,369791.,1544522,876544.,1615733
306,slr1844,395317.,378378.,633050.,688641.,784626.
307,sll0616,2714901,2503013,6702408,4852418,5314117
308,sll0535,890062.,753077.,2649214,2281139,4086587
309,sll2001,3267957,3093428,3373302,2252654,1634634
310,sll0446,1119949,7184076,2325902,1827345,449071.
311,slr2051,3140975,4965644,7167541,4798097,2922495
312,slr0213,3148605,3023455,6259244,5885446,7589083
313,sll0708,476054.,438208.,955788.,793433.,1390569
314,sll1261,2938548,3318453,2667550,2554850,1645989
315,slr1557,780033.,635735.,648582.,631376.,273005.
316,sll1151,446074.,347980.,910753.,624260.,1140343
317,slr0374,849526.,602914.,422678.,253247.,245534.
318,sll1033,1046715,1182794,2646840,2303002,3248946
319,slr0479,103132.,144454.,620924.,367975.,819071.
320,sll0258,1193180,1504054,8590532,6373508,2796901
321,sll1772,414036.,364434.,551990.,709153.,1051425
322,slr0304,142380.,113058.,263085.,320402.,473207.
323,sll1427,643562.,1029894,1128392,1130995,891540.
324,slr1501,3034634,2736529,1328478,3960744,9145490
325,sll0271,4474527,4472930,3123585,2799241,2354062
326,sll0080,6197754,4757921,3842130,2773850,1394860
327,sll1173,477054.,384635.,1751760,1492225,1899968
328,slr0638,2571277,2639277,4657179,4384581,5339997
329,sll0038,1032672,775644.,2398184,2137772,4026319
330,slr0009,1907643,1817632,2459669,2505022,3500114
331,slr1811,525703.,557890.,161294.,107039.,163756.
332,slr0769,3473053,4834407,2663280,1640581,917608.
333,sll1356,2999533,1745221,2002506,1475489,1571666
334,slr0076,896880.,392754.,1337099,1731626,1361709
335,sll1294,2751408,2457298,2496820,2261733,1124736
336,sll1058,804768.,685101.,146866.,250079.,152510.
337,slr0523,614813.,997693.,1805636,1610376,1754981
338,sll0554,316592.,393634.,369526.,331674.,165263.
339,slr1541,3501152,2032542,511886.,773913.,268002.
340,slr1793,1161503,1030471,4571807,3924471,4069924
341,sll1340,271385.,262391.,390559.,556647.,640073.
342,sll0781,5276346,4149268,3500030,3760235,2943471
343,slr1710,148392.,101806.,141892.,157981.,300044.
344,sll1530,2519549,1417480,4046754,4102495,4533413
345,sll1568,237165.,334330.,600320.,518731.,478437.
346,slr1702,1839757,1860265,2681952,2720825,4594577
347,slr0209,3875421,1026598,1207145,1363552,4009538
348,slr0677,2350451,2145084,2133992,1835401,1007601
349,sll0379,1195746,987023.,1552615,1404057,793180.
350,slr0172,1026224,9679710,1427583,1752960,1986130
351,sll1178,514573.,301025.,1261263,880470.,748386.
352,sll1239,1601197,1210461,1045409,718172.,672477.
353,slr1678,2253128,3020400,1358543,1046643,744384.
354,slr0156,6357237,5682726,8147103,7978826,5942047
355,slr0937,957699.,1343509,2055143,2349155,2949549
356,slr1397,1833799,1511970,1687481,1597089,758583.
357,slr1517,8311110,7103666,4904775,4606386,2673843
358,sll1920,509013.,451509.,352265.,232815.,253023.
359,slr0444,2252226,2261151,2771261,2851252,3576650
360,sll1323,1940362,1682972,3071510,2604827,4039900
361,slr0287,1495595,1576093,1206665,1986009,4084766
362,sll1370,2307036,1923520,2883941,4025336,4149026
363,ssl2245,988663.,966246.,4044579,3344612,3791192
364,slr1719,9775787,1057912,2480601,2693400,2083879
365,slr1720,5080354,4792374,8718293,8292020,6768458
366,slr0257,653800.,751972.,2765344,4213198,3143179
367,slr0943,2241929,1879089,1782947,1368365,2306673
368,sll1693,2084026,1246116,1152343,1030556,817147.
369,slr1177,1030493,670293.,1078248,1114286,1565964
370,slr0417,3698396,3230407,5260655,5642168,7289064
371,sll0928,5710075,4135553,3098265,2556195,1487913
372,ssr1698,214803.,202531.,1135669,874443.,933596.
373,slr0650,1284158,1411132,2531349,2182060,1421534
374,slr1560,1500394,1080550,1851605,1700151,2923556
375,slr2034,5703198,4462224,5313951,7003724,9555644
376,slr0404,1223178,527890.,463728.,253521.,91446.7
377,slr1600,3511780,5090309,1052525,1117687,6324565
378,slr0244,4209493,3514556,1499321,1434117,1261414
379,sll0886,2170581,2001817,1603165,1325227,823836.
380,sll0414,3889507,3071995,2352460,2268607,1918912
381,slr0228,3071865,3102484,6223185,5645158,8581817
382,slr1463,1457583,1331259,3555084,2765491,3437106
383,slr0072,114682.,198105.,250905.,169145.,143238.
384,slr0676,6085183,5706674,2073024,2927728,917544.
385,sll0915,5052849,3219242,3537301,6200529,9031067
386,sll1821,3714650,3706775,1931281,1639093,7444465
387,slr0376,935675.,425699.,252719.,149998.,154239.
388,ssr1604,1038843,7855620,6337924,5906706,910418.
389,slr0950,2019333,2117457,2061573,1871274,1040963
390,sll0149,4553214,3214819,1393082,1028291,486743.
391,sll1213,5433803,5217616,2848474,3468996,2725775
392,slr0357,496721.,626243.,1209818,562466.,723197.
393,slr0774,1407341,1354606,2724145,2080413,2667709
394,sll0058,1989506,2039460,4006833,4278984,3732552
395,slr0342,1256996,2336781,4711669,3268642,8044088
396,slr0073,1724873,1266899,893076.,827381.,894502.
397,sll0019,4147660,2933441,5127688,4943887,6437300
398,sll0051,2261991,1475415,6965660,1008934,6386724
399,slr1618,2538622,1900177,1849512,1924639,1191618
400,slr1645,1976778,1427380,3942001,2676912,662454.
401,sll0224,4929088,5732311,7605218,1058455,1269571
402,slr1550,1378277,1228879,3467547,2749473,3889781
403,sll1577,2469381,3530307,5137211,3856885,1491362
404,sll0195,119023.,130731.,319167.,287044.,244810.
405,slr0597,4392138,3183633,1582789,1625196,1064250
406,sll0635,260713.,35113.5,576202.,398186.,493815.
407,slr1756,4962538,3335405,6949841,5993181,6328761
408,slr1867,827401.,806542.,210396.,119308.,146137.
409,sll1809,7580894,7637023,2426313,1320564,1007026
410,slr0585,6228665,5799044,1285137,1184515,1012162
411,sll0408,2788515,2531840,1432444,1178859,5515890
412,slr0557,3853718,3090384,4911064,4314302,3050337
413,slr1535,1252876,590826.,1336119,196505.,345349.
414,sll1502,9326787,5795709,7768767,6628560,5047226
415,slr0898,7324553,5774496,8887866,7726535,1135395
416,slr1643,3334604,3763741,1459785,1058901,2363832
417,slr1934,4581421,3830070,7580573,6477019,4637793
418,slr0063,2858890,1145391,5232162,4196642,4244144
419,slr0105,722050.,307742.,258592.,224332.,385161.
420,slr2024,2745163,3082808,1591261,1648221,636101.
421,slr0513,808099.,750404.,1356317,1473300,941517.
422,sll0982,1980979,1999944,1403994,1297081,789775.
423,sll1019,502888.,332802.,522120.,490614.,469032.
424,slr1385,3408697,2641870,3774911,4556037,4860924
425,slr0719,689727.,874677.,752202.,1563312,1957899
426,sll0034,657569.,790312.,773984.,622505.,326225.
427,sll0401,3646075,2993574,3425833,2719319,1396965
428,slr0362,850864.,752247.,1262180,1521348,1917881
429,ssr1528,1153113,1618391,5239467,4870318,3630959
430,slr1330,4041370,4213619,483451.,452325.,406214.
431,sll0504,595790.,941140.,3266133,2415737,2322953
432,slr0626,2492523,2469567,3243280,3109065,4201990
433,sll0221,1214873,602762.,1659430,1686663,2103247
434,sll0728,3628835,3429561,4562328,4581465,3582918
435,slr0293,584583.,681107.,776607.,1215952,2269747
436,slr0869,1295876,1363811,2462678,2671396,1660542
437,sll1130,3908420,3469631,4579683,4490586,7171270
438,sll1343,2461444,2383284,3479842,3266202,4482393
439,sll1092,427603.,180109.,888390.,896410.,733935.
440,slr0608,1211344,912369.,239812.,1419815,1945615
441,sll1435,6326350,5076127,6559325,6073181,9752705
442,sll1747,3219793,2751970,4600532,4082084,3454475
443,slr1839,4055919,3788530,928429.,1356240,1077692
444,slr0743,5071182,3463832,7779552,6434218,6601246
445,slr1616,633699.,436850.,687959.,597028.,1438885
446,ssl3436,3300182,3901720,7293771,9474196,9308177
447,slr0534,528007.,542298.,1154218,958448.,1362736
448,sll0088,442398.,323461.,477673.,493387.,204955.
449,sll1945,6293011,5970682,1055094,9201042,1110643
450,slr1861,556739.,440136.,907170.,871760.,1358027
451,sll0735,4415969,5769355,1694548,1807978,1296807
452,sll0921,1747342,858538.,2385602,2079876,3085055
453,sll1499,3515073,2996792,5001647,4754694,6605827
454,sll0314,1650194,1592401,2840388,2329567,1936190
455,slr6050,801945.,625265.,605148.,506970.,528662.
456,slr0930,1447310,1051966,1850781,1406322,2580961
457,slr1718,4794195,5069253,3980207,2253436,836967.
458,slr1840,325488.,250339.,413178.,423412.,606727.
459,slr1900,1006106,557071.,1611596,2199128,1263381
460,slr1042,5379116,4059005,3128419,2902342,2795473
461,slr1847,1223768,1453657,2726284,2066850,1075963
462,sll0757,3144080,2595557,2597016,1845884,1795730
463,sll1041,419676.,340336.,228893.,198858.,265275.
464,ssr3402,3276954,5286679,2502986,2644592,2230619
465,sll1852,2911558,2611932,1846744,1336369,530688.
466,slr2060,203916.,182523.,175937.,133711.,85671.9
467,slr0399,787960.,963598.,1647812,1795464,2115115
468,sll1338,1231284,976929.,384745.,498483.,321968.
